job_id,job_title,company_name,location,skills_required,experience_raw,work_mode,company_rating,job_url
22,Data Scientist - Gen AI,Fractal Analytics,Bengaluru,git gcp analytical software development life cycle workflow application development natural language processing open source,3-5 Yrs,On-site,4.0,https://www.naukri.com/job-listings-data-scientist-gen-ai-fractal-analytics-ltd-bengaluru-3-to-5-years-100626500245
23,Data Scientist - Predictive Intelligence (Sensor Fusion & Time Series),Pump Academy,Bengaluru(Old Airport Road),agentic ai generative ai time series deep learning signal processing data engineering ml frameworks iiot analytics,8-12 Yrs,On-site,4.1,https://www.naukri.com/job-listings-data-scientist-predictive-intelligence-sensor-fusion-time-series-pump-academy-bengaluru-8-to-12-years-090626023287
24,Data Scientist,Ecolab Global Services,Bengaluru,data scientist bs project management data science mathematics research statistics project,3-5 Yrs,On-site,3.4,https://www.naukri.com/job-listings-data-scientist-ecolab-global-services-private-limited-bengaluru-3-to-5-years-080626934255
25,Data Scientist,Leading IT Service and Consulting Organization,"Hybrid - Gurugram, Bengaluru",artificial intelligence natural language processing machine learning deep learning python tensorflow pytorch gcp,5-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-anlage-infotech-gurugram-bengaluru-5-to-10-years-080626001700
26,Data Scientist I,Sparta Systems,Bengaluru,computer science data analysis statistical modeling data science analytical machine learning programming mathematics,0-5 Yrs,On-site,4.1,https://www.naukri.com/job-listings-data-scientist-i-spartasystems-bengaluru-0-to-5-years-040626501401
27,Hiring For data Scientist,Tech Mahindra,"Hybrid - Hyderabad, Pune, Bengaluru",data science artificial intelligence natural language processing computer vision machine learning deep learning python languages,5-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-hiring-for-data-scientist-glauben-technologies-hyderabad-pune-bengaluru-5-to-10-years-080626009474
28,Data Scientist-Artificial Intelligence,IBM,Bengaluru,data scientist python ai solutions ai frameworks ai cloud platforms machine learning artificial intelligence,3-7 Yrs,On-site,3.9,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-030626928132
29,Data Scientist,Hackajob,"Hybrid - Pune, Bengaluru",geospatial data time series statistical modeling python machine learning statistics time data,2-7 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-hackajob-pune-bengaluru-2-to-7-years-080626013651
30,Data Scientist,Ltimindtree,Hybrid - Bengaluru,agentic ai ms copilot generative ai machine learning python artificial intelligence copilot studios power platform,6-11 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-ltimindtree-bengaluru-6-to-11-years-090626033639
31,Data Scientist,VOLKSWAGEN GROUP DIGITAL SOLUTIONS PRIVATE LIMITED,"Pune, Gurugram, Bengaluru",data scientist ml engineer azure ai rest api devops vector search design,3-6 Yrs,On-site,3.9,https://www.naukri.com/job-listings-data-scientist-volkswagen-group-technology-solutions-india-private-limited-pune-gurugram-bengaluru-3-to-6-years-040626927643
32,Data Scientist,Comviva Technology,Hybrid - Bengaluru,agentic ai mlops ai/ml rag python ml artificial intelligence aiml,3-5 Yrs,Hybrid,2.8,https://www.naukri.com/job-listings-data-scientist-comviva-technology-bengaluru-3-to-5-years-080626026027
33,Data Scientist GenAI / Machine Learning,Insight Global Technologies,Bengaluru,data scientist artificial intelligence machine learning python tensorflow intelligence machine data,5-10 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-scientist-genai-machine-learning-insight-global-technologies-bengaluru-5-to-10-years-080626034918
34,Data Scientist - Gen AI,Fractal Analytics,"Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",git gcp analytical software development life cycle workflow application development natural language processing open source,3-5 Yrs,On-site,4.0,https://www.naukri.com/job-listings-data-scientist-gen-ai-fractal-analytics-ltd-noida-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-3-to-5-years-080626500797
35,Data Scientist,KPI Partners,"Hybrid - Hyderabad, Pune, Bengaluru",aws sagemaker demand forecasting aws python sql forecasting data,6-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-kpi-partners-hyderabad-pune-bengaluru-6-to-10-years-090626019188
36,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,Bengaluru,data analysis data science analytical management consulting data quality forecasting operations analytics,2-9 Yrs,On-site,3.8,https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-bengaluru-2-to-9-years-050626502793
37,Gen AI Data Scientist,Tata Consultancy Services,"Pune, Chennai, Bengaluru",data engineering llm retrieval augmented generation python data gen artificial intelligence generation,5-10 Yrs,On-site,3.3,https://www.naukri.com/job-listings-gen-ai-data-scientist-tata-consultancy-services-pune-chennai-bengaluru-5-to-10-years-070626005008
38,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,"Hyderabad, Pune, Chennai, Gurugram, Bengaluru",data analysis data science analytical management consulting data quality forecasting operations analytics,2-9 Yrs,On-site,3.8,https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-hyderabad-pune-chennai-gurugram-bengaluru-2-to-9-years-050626501600
39,Data Scientist,Aon,Bengaluru,translation data science scalability agile actuarial business partnering risk analysis corporate strategy,5-9 Yrs,On-site,3.8,https://www.naukri.com/job-listings-data-scientist-aon-bengaluru-5-to-9-years-050626502720
40,Data Scientist,Voya India,Bengaluru,predictive modeling machine learning python sql natural language processing modeling languages predictive,3-6 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-voya-india-bengaluru-3-to-6-years-090626014824
41,AI Data Engineer/Scientist,Wipro,Remote,natural language processing aiml python process languages processing data artificial intelligence,4-8 Yrs,Remote,3.6,https://www.naukri.com/job-listings-ai-data-engineer-scientist-wipro-bengaluru-4-to-8-years-040626022459
42,Walkin Drive | Bangalore | June 13 | Data Scientist,Tata Consultancy Services,Bengaluru,generative ai data scientist aiml python drives data artificial intelligence,13-Jun,On-site,3.3,https://www.naukri.com/job-listings-walkin-drive-bangalore-june-13-data-scientist-tata-consultancy-services-bengaluru-4-to-9-years-040626025289
43,Data Scientist,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",machine learning python sql natural language processing hadoop data processing languages,6-10 Yrs,On-site,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-pune-bengaluru-6-to-10-years-040626017185
44,Data Scientist / AI/ML Engineer,Black and white Business Solution,"Hybrid - Hyderabad, Bengaluru",artificial intelligence langchain rag llm python generative ai aiml data,5-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-black-and-white-business-solutions-hyderabad-bengaluru-5-to-10-years-050626009061
45,Staff Data Scientist | (AI ML |Graph Neural Networks and NLP),Neuron7,Bengaluru,backend artificial intelligence machine learning data processing silicon analytics monitoring sql,10-15 Yrs,On-site,2.4,https://www.naukri.com/job-listings-staff-data-scientist-ai-ml-graph-neural-networks-and-nlp-neuron7-ai-bengaluru-10-to-15-years-040626502932
46,Walk-in || Data Scientist,Tata Consultancy Services,Bengaluru,natural language processing python tensorflow cloud numpy data processing languages,13-Jun,On-site,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-bengaluru-6-to-11-years-040626015793
47,Data Scientist ( Gaming Industry Experince is Mandatory ),Popreach Technologies,Bengaluru,statistical modeling campaign management data science diversity and inclusion performance analysis gaming ips analytics,3-8 Yrs,On-site,4.9,https://www.naukri.com/job-listings-data-scientist-gaming-industry-experince-is-mandatory-popreach-technologies-bengaluru-3-to-8-years-050626501656
48,GenAI - Data Scientist,EXL,"Gurugram, Bengaluru",natural language processing chatbot llm retrieval augmented generation aws langchain chatbot development machine learning,7-10 Yrs,On-site,3.6,https://www.naukri.com/job-listings-genai-data-scientist-exl-gurugram-bengaluru-7-to-10-years-050626000098
49,Walk-in || Data Scientist(6+ yrs exp candidates only),Tata Consultancy Services,Bengaluru,data science machine learning python machine science data exp,13-Jun,On-site,3.3,https://www.naukri.com/job-listings-data-scientist-6-yrs-exp-candidates-only-tata-consultancy-services-bengaluru-6-to-11-years-040626010114
50,Snowflake AI/ML Engineer / Data Scientist,sharpheads,"Hybrid - Hyderabad, Pune, Bengaluru",snowflake cortex machine learning python sql data artificial intelligence ml,4-9 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-snowflake-ai-ml-engineer-data-scientist-sharpheads-technologies-hyderabad-pune-bengaluru-4-to-9-years-050626013411
51,Data Scientist,Careernet,Hybrid - Bengaluru,data science ncr ccn artificial intelligence machine learning machine science data,10-20 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-careernet-bengaluru-10-to-20-years-040626018097
52,Data Scientist,Ascendion Engineering,"Hybrid - Pune, Chennai, Bengaluru",data science gcp vertex ai bigquery python us pharma langchain langgraph,3-6 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-pune-chennai-bengaluru-3-to-6-years-300426016620
53,Data Scientist-Gen AI,Leading IT Service and Consulting Organization,"Hybrid - Pune, Chennai, Bengaluru",artificial intelligence machine learning deep learning generative artificial intelligence python tensorflow natural language processing scikit-learn,5-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-gen-ai-anlage-infotech-pune-chennai-bengaluru-5-to-10-years-030626010224
54,Data Scientist,Calsoft,Bengaluru,agentic ai rag python model context protocol genrative ai natural language processing llm retrieval augmented generation,5-9 Yrs,On-site,2.8,https://www.naukri.com/job-listings-data-scientist-calsoft-bengaluru-5-to-9-years-290526008363
55,Data Scientist,Ujjivan Small Finance Bank,Bengaluru,fraud analytics transaction monitoring fraud prevention fraud analysis credit card fraud fraud detection analytics cards,3-6 Yrs,On-site,4.0,https://www.naukri.com/job-listings-data-scientist-ujjivan-small-finance-bank-bengaluru-3-to-6-years-040626013475
56,Data Scientist,Tata Consultancy Services,"Chennai, Bengaluru, Mumbai (All Areas)",data science generative ai typescript aiml microservices deepeval python data,5-10 Yrs,On-site,3.3,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-chennai-bengaluru-mumbai-all-areas-5-to-10-years-310526002811
57,Data Scientist /AI ML Engineer,Globallogic,Bengaluru,hive fundamentals cursor algorithms data warehousing data pipeline artificial intelligence sql,5-10 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-globallogic-bengaluru-5-to-10-years-020626016711
58,Data Scientist - 23 Feb (Sat)-Weekend Virtual Interview - Pan India,Tata Consultancy Services,"India, Bengaluru, Delhi / NCR",data science python sql machine learning science interviewing sat machine,6 Yrs,On-site,3.3,https://www.naukri.com/job-listings-data-scientist-23-feb-sat-weekend-virtual-interview-pan-india-tata-consultancy-services-bengaluru-delhi-ncr-india-6-to-6-years-210526004106
59,Data Scientist,Clickpost,Bengaluru,algorithms python data analysis sas natural language processing mathematics bi power bi,4-6 Yrs,On-site,2.1,https://www.naukri.com/job-listings-data-scientist-clickpost-bengaluru-4-to-6-years-050626500145
60,Data Scientist,Novulis,Hybrid - Bengaluru,time series analysis machine learning python retail lstm arima time series demand forecasting,10-20 Yrs,Hybrid,3.7,https://www.naukri.com/job-listings-data-scientist-novulis-bengaluru-10-to-20-years-040626012066
61,Data Scientist,Affine Analytics,Hybrid - Bengaluru,agentic ai rag retrieval augmented generation python generation artificial intelligence data,5-10 Yrs,Hybrid,3.3,https://www.naukri.com/job-listings-data-scientist-affine-analytics-bengaluru-5-to-10-years-030626010711
62,Data Scientist Rag,Affine Analytics,Hybrid - Bengaluru,agentic ai rag retrieval augmented generation machine learning python generation machine data,3-8 Yrs,Hybrid,3.3,https://www.naukri.com/job-listings-data-scientist-rag-affine-analytics-bengaluru-3-to-8-years-060626010535
63,Data Scientist (Non-Gaming),Popreach Technologies,Bengaluru,advanced analytics statistical modeling prototype pricing analysis diversity and inclusion quantitative analyst gaming forecasting,5-10 Yrs,On-site,4.9,https://www.naukri.com/job-listings-data-scientist-non-gaming-popreach-technologies-bengaluru-5-to-10-years-050626501911
64,Data Scientist,Premium,Bengaluru,data science gen ai azure chatbot genai generative ai llm machine learning,7-10 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-bengaluru-7-to-10-years-030626014075
65,Data Scientist with GenAI,Affine Analytics,Hybrid - Bengaluru,data science agentic ai retrieval augmented generation python generative ai machine learning generation machine,3-5 Yrs,Hybrid,3.3,https://www.naukri.com/job-listings-data-scientist-with-genai-affine-analytics-bengaluru-3-to-5-years-040626034944
66,Data Scientist,Ascendion Engineering,"Hybrid - Hyderabad, Chennai, Bengaluru",vertex ai bigquery data science oops neural networks aiml deep learning python,3-6 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-hyderabad-chennai-bengaluru-3-to-6-years-050626006150
67,Data Scientist (With Databricks),Diggibyte Technologies,"Ahmedabad, Chennai, Bengaluru",predictive modeling generative ai data bricks artificial intelligence natural language processing statistical modeling data analytics machine learning,3-8 Yrs,On-site,3.4,https://www.naukri.com/job-listings-data-scientist-with-databricks-diggibyte-technologies-ahmedabad-chennai-bengaluru-3-to-8-years-040626033618
68,Data Scientist,Cloudxtreme,"Hybrid - Hyderabad, Chennai, Bengaluru",data science pyspark machine learning data science machine,7-12 Yrs,Hybrid,4.2,https://www.naukri.com/job-listings-data-scientist-cloudxtreme-hyderabad-chennai-bengaluru-7-to-12-years-030626009418
69,Data Scientist,Aqilea,Bengaluru,gcp spark consulting machine learning information retrieval model development data enrichment monitoring,8-13 Yrs,On-site,4.6,https://www.naukri.com/job-listings-data-scientist-aqilea-formerly-soltia-bengaluru-8-to-13-years-030626504098
70,Data Scientist,Capgemini,"Hybrid - Hyderabad, Chennai, Bengaluru",python etl pipelines matplotlib prompt engineering pandas data scientist retrieval augmented generation machine learning,6-9 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-capgemini-hyderabad-chennai-bengaluru-6-to-9-years-260526014011
71,Data Scientist,Capgemini,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",generative ai gcp bigquery python machine learning data artificial intelligence machine,6-8 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-capgemini-pune-bengaluru-mumbai-all-areas-6-to-8-years-260526013604
72,Data Scientist (LLM Security),Thales,Bengaluru,llm security python application security adversarial red teaming data scientist teaming red,6-11 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-llm-security-thales-bengaluru-6-to-11-years-270526024267
73,Data Scientist,Wipro,Bengaluru,gen ai deepeval langchain langgraph ragas rag llm langsmith,8-13 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-wipro-bengaluru-8-to-13-years-260526038612
74,Data Scientist IV,Conduent,Bengaluru,data scientist azure architecture sql server hadoop cloud architecture data quality management vmware,12-17 Yrs,On-site,3.4,https://www.naukri.com/job-listings-data-scientist-iv-conduent-business-services-india-llp-bengaluru-12-to-17-years-010626921451
75,data scientist,Movate Technologies,"Hybrid - Hyderabad, Chennai, Bengaluru",aiml machine learning retrieval augmented generation generation machine data,5-8 Yrs,Hybrid,3.1,https://www.naukri.com/job-listings-data-scientist-movate-technologies-hyderabad-chennai-bengaluru-5-to-8-years-230526009309
76,Data Scientist,Elios Technologies,Bengaluru,pandas machine learning numpy python machine data,3-7 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-elios-technologies-bengaluru-3-to-7-years-030626027299
77,Data Scientist,Celebal Technologies,Bengaluru,machine learning sql data science retail python predictive modeling arima artificial intelligence,3-8 Yrs,On-site,3.0,https://www.naukri.com/job-listings-data-scientist-celebal-technologies-bengaluru-3-to-8-years-070626003269
78,Data Scientist (Machine Learning),US MNC (analytics),"Hybrid - Gurugram, Bengaluru, Delhi / NCR",machine learning sql data science machine learning algorithms python predictive modeling logistic regression decision tree,4-9 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-machine-learning-aspyra-hr-services-gurugram-bengaluru-delhi-ncr-4-to-9-years-050626021759
79,Data Scientist(MLOps)-7-10Yrs-PAN INDIA,Crescendo Global Leadership Hiring India,"Hybrid - Pune, Bengaluru, Delhi / NCR",model deployment llm sql machine learning python generative ai llmops bigquery,5-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-mlops-7-10yrs-pan-india-crescendo-global-leadership-hiring-india-pune-bengaluru-delhi-ncr-5-to-10-years-050626011175
80,Hiring Data scientist,Ascendion Engineering,"Hybrid - Hyderabad, Pune, Bengaluru",data science vertex python gcp bigquery science gcp bigquery data,3-7 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-hiring-data-scientist-ascendion-engineering-hyderabad-pune-bengaluru-3-to-7-years-030626026567
81,Data Scientist,Celebal Technologies,"Bengaluru, Mumbai (All Areas)",time series demand forecasting machine learning agentic ai generative ai xgboost arima k-means,3-8 Yrs,On-site,3.0,https://www.naukri.com/job-listings-data-scientist-celebal-technologies-bengaluru-mumbai-all-areas-3-to-8-years-300426024055
82,Data Scientist,LanceSof,Bengaluru,data science statistical modeling machine learning pyspark time series analysis python modeling science,6-8 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-lancesoft-bengaluru-6-to-8-years-200526012799
83,Data Scientist,EXL,"Hybrid - Pune, Gurugram, Bengaluru",artificial intelligence natural language processing machine learning deep learning python data science tensorflow neural networks,4-9 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-exl-pune-gurugram-bengaluru-4-to-9-years-280526025321
84,Data Scientist,Ganit Business Solutions,"Mumbai, Bengaluru",gen ai data science python gen data artificial intelligence science,5-8 Yrs,On-site,3.8,https://www.naukri.com/job-listings-data-scientist-ganit-business-solutions-mumbai-bengaluru-5-to-8-years-280526022010
85,Data Scientist,TEKsystems,"Hybrid - Pune, Bengaluru, Delhi / NCR",data science mlops decision engine pharmaceutical data asset python logistic regression ml modeling sql,5-10 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-allegis-group-pune-bengaluru-delhi-ncr-5-to-10-years-260526019707
86,Data Scientist (Sql/Python/Pyspark/Tableau),Visa Consolidated Support Services India,Bengaluru,data scientist acquisitions pyspark business intelligence finance hadoop feature engineering regression,4-6 Yrs,On-site,3.5,https://www.naukri.com/job-listings-data-scientist-sql-python-pyspark-tableau-visa-consolidated-support-services-india-pvt-ltd-bengaluru-4-to-6-years-270526936000
87,"Data Scientist, AI Engineering",Trinity Life Sciences,Bengaluru,scalability focus cloud programming content generation deployment research python,1-5 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-ai-engineering-trinity-life-sciences-bengaluru-1-to-5-years-280526504181
88,Data Scientist (ML/AI),Philips,Bengaluru,time series analysis python scikit-learn mathematics microsoft azure machine learning artificial intelligence sql,5-10 Yrs,On-site,3.8,https://www.naukri.com/job-listings-data-scientist-ml-ai-philips-india-limited-bengaluru-5-to-10-years-020626502504
89,Data Scientist,Algoleap Technologies,Bengaluru,hive analytical data mining retail sql analytics tensorflow data science,3-6 Yrs,On-site,4.2,https://www.naukri.com/job-listings-data-scientist-algoleap-technologies-bengaluru-3-to-6-years-260526033196
90,Director - Data Scientist,Makemytrip,Bengaluru,python modeling natural language processing production mathematics machine learning artificial intelligence reinforcement learning,14-18 Yrs,On-site,3.4,https://www.naukri.com/job-listings-director-data-scientist-makemytrip-india-pvt-ltd-bengaluru-14-to-18-years-260526500549
91,Data Scientist,Axtria,"Hyderabad, Delhi / NCR, Bengaluru",model building deploying models model monitoring machine learning python monitoring machine building,4-10 Yrs,On-site,2.7,https://www.naukri.com/job-listings-data-scientist-axtria-hyderabad-delhi-ncr-bengaluru-4-to-10-years-290526023406
92,Data Scientist,Leading Client,Bengaluru,data scientist programming data extraction machine learning deep learning sql data science r,7-12 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-ideslabs-private-limited-bengaluru-7-to-12-years-280526921400
93,Data Scientist,Leading Client,"Noida, Hyderabad, Bengaluru",data science pytorch nlp mlops feature engineering deep learning python ml,4-9 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-talent-corner-hr-services-pvt-ltd-noida-hyderabad-bengaluru-4-to-9-years-270526911502
94,Data Scientist,Damco Solutions,Hybrid - Bengaluru,data science predictive modeling artificial intelligence al machine learning python ml modeling,7-12 Yrs,Hybrid,3.4,https://www.naukri.com/job-listings-data-scientist-damco-solutions-bengaluru-7-to-12-years-290526023214
95,Data Scientist (4 Months Contract),Carnation Infotech,Remote,data science pyspark machine learning python sql databricks mlops generative ai,10-15 Yrs,Remote,3.9,https://www.naukri.com/job-listings-data-scientist-4-months-contract-carnation-infotech-bengaluru-10-to-15-years-020626022814
96,Data Scientist,Fluenc,Bengaluru,computer science renewable energy project management analytical machine learning forecasting monitoring analytics,5-10 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-fluence-bengaluru-5-to-10-years-260526504910
97,Data Scientist,Luxoft,"Gurugram, Chennai, Bengaluru",data science pyspark r aws python sql science data,8-12 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-luxoft-gurugram-chennai-bengaluru-8-to-12-years-020626027438
98,Data Scientist,Globant,"Hybrid - Hyderabad, Pune, Bengaluru",gcp vertex ai retrieval augmented generation python artificial intelligence natural language processing machine learning process,5-9 Yrs,Hybrid,3.4,https://www.naukri.com/job-listings-data-scientist-globant-hyderabad-pune-bengaluru-5-to-9-years-020626026583
99,Data Scientist - Diageo,Premium,Bengaluru,artificial intelligence machine learning sql data science gen ai python generative ai power bi,4-9 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-diageo-bengaluru-4-to-9-years-260526031367
100,Data Scientist GenAI,Affine Analytics,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",agentic ai rag retrieval augmented generation machine learning python generation machine data,5-10 Yrs,Hybrid,3.3,https://www.naukri.com/job-listings-data-scientist-genai-affine-analytics-hyderabad-bengaluru-delhi-ncr-5-to-10-years-010626028731
101,Data Scientist,Straive,"Hyderabad, Gurugram, Bengaluru",graph xgboost neural networks deep learning data networking,5-9 Yrs,On-site,3.3,https://www.naukri.com/job-listings-data-scientist-straive-hyderabad-gurugram-bengaluru-5-to-9-years-290526023506
102,Data Scientist,EXL,"Hybrid - Bangalore Rural, Pune, Gurugram",llp nlp python sql natural language processing data,3-5 Yrs,Hybrid,3.6,https://www.naukri.com/job-listings-data-scientist-exl-pune-bangalore-rural-gurugram-3-to-5-years-280526029499
103,Data Scientist - Collections,Applied Data Finance,"Hyderabad, Chennai, Bengaluru",data scientist risk assessment python data analytics data analysis credit risk machine learning fintech,1-3 Yrs,On-site,4.3,https://www.naukri.com/job-listings-data-scientist-collections-applied-data-finance-hyderabad-chennai-bengaluru-1-to-3-years-280526924405
104,Data Scientist with GenAI /Agentic AI,Affine Analytics,Hybrid - Bengaluru,agentic ai retrieval augmented generation machine learning python excel azure cloud sql cloud,3-5 Yrs,Hybrid,3.3,https://www.naukri.com/job-listings-data-scientist-with-genai-agentic-ai-affine-analytics-bengaluru-3-to-5-years-010626004177
105,Data Scientist,CBA Cross Border Associates,Bengaluru,computer science data science analytical finance machine learning data processing continuous improvement monitoring,5-10 Yrs,On-site,3.6,https://www.naukri.com/job-listings-data-scientist-cba-cross-border-associates-bengaluru-5-to-10-years-290526505827
